title,level1,level2,level3,description
"Bio Whole Milk of cows with horns, pasteurised, 3.5% fat, 1l","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"This certified organic milk comes from well looked-after cows. The dairy cows on the Zurich BrÃ¼ederhof are valued as living beings. They live together with their calves in a free-range stall and have access to pastures at any time. And of course they also keep their horns, with which they sometimes caress one another."
"Bio Whole Milk pasteurized, 3.9% fat, 0.5l","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"The pasteurized milk with 3.9% fat from Molkerei HÃ¶hn is the fresh pasteurized and homogenized whole milk.

The fourth generation of this family produces fresh dairy products from milk coming from nearby farms daily. Their traditionally successful business has made Molkerei HÃ¶hn famous. "
"Bio Whole Milk, pasteurized, 3.9% Fat, 0.5l","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Indulge in the rich, creamy delight of Molkerei Neff's organic whole milk, pasteurized, with 3.9% fat. Sourced from Swiss farms, this milk embodies freshness. Its rich, full-bodied flavor and creamy texture make it a staple for your daily needs."
"Emmi CaffÃ¨ Latte Double Zero, 230ml","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,Emmi CaffÃ¨ Latte Double Zero comes with super zero status. Zero added sugar. Zero sweeteners. Zero lactose. But plenty of flavor for all coffee purists and connoisseurs.
"Swedish milk Mango Demeter, 500g","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Mmm, delicious filmjÃ¶lk! Swedes drink it daily: this thick and creamy milk goes with muesli, dessert or just as a snack. This fine Swedish-style milk is made by the Sennerei Bachtel in Zurich with a lot of love using traditional techniques according to biodynamic agricultural rules. This is certified by Demeter."
"Swedish milk Nature Demeter, 500g","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Mmm, delicious filmjÃ¶lk! Swedes drink it daily: this thick and creamy milk goes with muesli, dessert or just as a snack. This fine Swedish-style milk is made by the Sennerei Bachtel in Zurich with a lot of love using traditional techniques according to biodynamic agricultural rules. This is certified by Demeter."
"Drink Meal Cold Bew Coffee, 500ml","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Yfood is a complete, balanced and portable meal in drink form that contains all the micro and macro nutrients that the body needs. They provide the body with essential nutrients such as proteins, fiber, vegetable oils and 26 vitamins and minerals. In short, a practical, healthy and delicious meal."
"Emmi CaffÃ¨ Latte Cappuccino, 230ml","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Premium coffee from the high mountains, a hint of cocoa and many moments of happiness are in the Emmi CafÃ¨ Latte Cappuccino! Mmmmh."
"Bio Caffe Latte Macchiato, 230ml","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,The perfect start to your day on the go or at home. Creamy light and milky with a subtle coffee aroma - and all this in organic quality.
"Swedish milk Vanilla Demeter, 500g","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Mmm, delicious filmjÃ¶lk! Swedes drink it daily: this thick and creamy milk goes with muesli, dessert or just as a snack. This fine Swedish-style milk is made by the Sennerei Bachtel in Zurich with a lot of love using traditional techniques according to biodynamic agricultural rules. This is certified by Demeter."
"Bio Coffee Drink CaffÃ¨ Latte Macchiato, 230ml","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,Bio Coffee Drink CaffÃ¨ Latte Macchiato from Alnatura: An organic coffee drink made from mountain farm milk and aromatic Arabica coffee. In the 230-milliliter cup ideal for on the go.
"Swedish milk, natural Demeter, 150g","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Mmm, delicious filmjÃ¶lk! Swedes drink it daily: this thick and creamy milk goes with muesli, dessert or just as a snack. This fine Swedish-style milk is made by the Sennerei Bachtel in Zurich with a lot of love using traditional techniques according to biodynamic agricultural rules. This is certified by Demeter."
"Swedish milk Blueberry Demeter, 500g","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Mmm, delicious filmjÃ¶lk! Swedes drink it daily: this thick and creamy milk goes with muesli, dessert or just as a snack. This fine Swedish-style milk is made by the Sennerei Bachtel in Zurich with a lot of love using traditional techniques according to biodynamic agricultural rules. This is certified by Demeter."
"Swedish milk blueberry Demeter, 150g","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Mmm, delicious filmjÃ¶lk! Swedes drink it daily: this thick and creamy milk goes with muesli, dessert or just as a snack. This fine Swedish-style milk is made by the Sennerei Bachtel in Zurich with a lot of love using traditional techniques according to biodynamic agricultural rules. This is certified by Demeter."
"Swedish milk, mocca Demeter, 150g","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Mmm, delicious filmjÃ¶lk! Swedes drink it daily: this thick and creamy milk goes with muesli, dessert or just as a snack. This fine Swedish-style milk is made by the Sennerei Bachtel in Zurich with a lot of love using traditional techniques according to biodynamic agricultural rules. This is guaranteed by the Demeter certification."
"Swedish Milk Vanilla Demeter, 150g","Dairy, eggs & fresh convenience food","Milk, butter & eggs",Milk & dairy drinks,"Mmmh, lÃ¤cker FilmjÃ¶lk! The Swedes drink it daily: the creamy milk is suitable for the cereal, for dessert or simply between meals. The fine Swedish milk vanilla was produced by the dairy on the Zurich Bachtel with much love and in traditional handicraft according to the bio-dynamic rules of agriculture. This is guaranteed by the Demeter certificate."
"Stracciatella di Burrata, 140g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","Indulge in the creamy luxury of Zonca's Stracciatella di Burrata. Crafted with care, this Italian delicacy combines the silky richness of burrata cheese with delicate shreds and flecks of mozzarella. A true delight for cheese lovers."
"Mozzarella plait, 2x100g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","Indulge in Swiss Premium Mozzarella Braid - a masterpiece of creamy perfection. Handcrafted by Swiss artisans, this delicacy promises a taste journey like no other. Enjoy the richness of Swiss tradition in every bite."
"Bio Fresh Goat Cheese from Hay Milk, 140g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","A creamy, mild organic fresh goat cheese made from hay milk. Thanks to the ""Fair Milk Price"" initiative, farmers receive a fair milk price - for the sustainable management of their organic farms."
"Bio Feta, 180g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses",Bio Feta from Alnatura: An original Greek organic feta made from sheep's cheese with goat's milk components. Aged in brine for three months and made with animal rennet.
"Bio Greek Goat Cheese, 180g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses",Bio Greek Goat Cheese from Alnatura: An original Greek organic goat cheese with sheep's milk content; ripened in brine and made with animal rennet. Mild in taste.
"Bio Cottage Cheese, 200g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses",The healthy classic - the fine organic cottage tastes excellent as intermediate food on the bread or as a dip before bed.
"Bio Mozzarella, 100g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","Fine, fresh mozzarella made from ZÃ¼ger cream cheese from OberbÃ¼ren SG. The milk comes from farms in the region, of course, of course all organic."
"Fresh goat cheese natural, 80g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","Fresh goat cheese nature from Odermatt cheese dairy - Its mild, unobtrusive goat taste convinces even critical connoisseurs. The Odermatt family processes the milk of their goats in Dallenwil with careful techniques to a creamy, fresh Formaggini, which can be used in many ways. With a little olive oil, pepper and a chilly bread for an aperitif, sliced with sun-ripened tomatoes or mixed with herbs for fillings - there are no limits to the possible uses."
"Burrata Pugliese, 120g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","Indulge in the creamy, dreamy delight of Zonca's Burrata Pugliese. Crafted in Puglia, Italy, this luscious cheese is a true taste of sunshine. Dive into its soft, milky heart, surrounded by a delicate mozzarella shell. Perfect for an exquisite culinary journey."
"Bio Mozzarella Roll, 300g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses",Bio Mozzarella Roll from Alnatura: A large mozzarella roll in organic quality - perfect for cutting even slices. Made from Swiss cow's milk.
"Bio Indian Paneer, 200g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses",Paneer is a soft cheese of Indian style. It is made from Swiss milk and is excellent for frying and grilling.
"Bio Lactose-free white cheese, 150g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","The classic without lactose: fine white cheese from cow's milk, but without lactose, from ZÃ¼ger FrischkÃ¤se. Splitting milk sugar into galactose and lactose makes cow's milk digestible for allergy sufferers - and delicious. Thanks to this technique, the white cheese tastes even sweeter!"
"Bio Burrata di Bufala, 125g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses",Delicately melting and fine: Organic Burrata di Bufala from Ponte Reale almost melts in your mouth. The traditional Azienda in Sicily respects the environment and nature.
"Bio Fresh Cheese Nature, 175g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","Bio Fresh Cheese Nature from Alnatura: A creamy organic cream cheese nature, which tastes as a spread or dip and is also suitable for cooking and baking. Thanks to Alnatura's ""Fair Milk Prices"" initiative, reasonable prices are paid to organic farms."
"Mini Burrata, 550g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","Discover the exquisite creaminess of Zonca's Mini Burrata. Crafted with Italian expertise, these small burrata cheese treasures are a burst of rich, creamy delight. Perfect for adding a touch of luxury to your dishes."
"Bio Gorgonzola DOP, 200g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses","A soft, blue cheese from quality organic whole milk: The Organic Gorgonzola from Defendi was prepared according to traditional recipes with modern methods. The name 'Gorgonzola' comes from the same town in Lombardy, where it was allegedly in created in the 12th century."
"Burrata smoked, 100g","Dairy, eggs & fresh convenience food",Cheese,"Mozzarella, feta & cottage chesses",Product description follows soon.
